학교명,학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자,제공기관코드,제공기관명
화성의과학대학교,HWASUNG MEDI-SCIENCE UNIVERSITY,본교,대학,대학교,사립,41,경기도,경기도 화성시 남양읍 남양중앙로 400-5,,18274,,www.hsmu.ac.kr/,031-369-9100,031-369-9116,38084,2024,45665,B340014,한국대학교육협의회
ICT폴리텍대학,ICT Polytech Institute of Korea,본교,전문대학,기능대학,사립,41,경기도,경기도 광주시 순암로 16-26 (역동),,12777,,www.ict.ac.kr,031-764-3301,031-762-3456,37600,2024,45665,B340014,한국대학교육협의회
가톨릭상지대학교,Catholic Sangji College,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 안동시 상지길 45 (율세동, 가톨릭상지대학교)",,36686,,www.csj.ac.kr,054-851-3000,054-851-3100,25637,2024,45665,B340014,한국대학교육협의회
강동대학교,Gangdong University,본교,전문대학,전문대학,사립,43,충청북도,"충청북도 음성군 감곡면 대학길 278 (단평리, 강동대학교)",,27600,,www.gangdong.ac.kr,043-879-3300,043-879-3311,34398,2024,45665,B340014,한국대학교육협의회
강릉영동대학교,Gangneung Yeongdong University,본교,전문대학,전문대학,사립,51,강원특별자치도,강원특별자치도 강릉시 공제로 357 (홍제동),,25521,,www.gyu.ac.kr,033-610-0114,033-644-8809,30468,2024,45665,B340014,한국대학교육협의회
강원관광대학교,Kangwon Tourism College,본교,전문대학,전문대학,사립,51,강원특별자치도,강원특별자치도 태백시 대학길 97 (황지동),,26034,,www.kt.ac.kr,033-550-6133,033-553-4074,34655,2024,45665,B340014,한국대학교육협의회
강원도립대학교,Gangwon State University,본교,전문대학,전문대학,공립,51,강원특별자치도,강원특별자치도 강릉시 주문진읍 연주로 270,,25425,,www.gw.ac.kr,033-660-8000,033-660-8035,35871,2024,45665,B340014,한국대학교육협의회
거제대학교,Geoje University,본교,전문대학,전문대학,사립,48,경상남도,"경상남도 거제시 마전1길 91 (장승포동, 거제대학)",,53325,,www.koje.ac.kr,055-680-1504,055-680-1517,32843,2024,45665,B340014,한국대학교육협의회
경기과학기술대학교,Gyeonggi University Of Science And Technology,본교,전문대학,전문대학,사립,41,경기도,"경기도 시흥시 경기과기대로 269 (정왕동, 경기과학기술대학교)",,15073,,www.gtec.ac.kr,031-496-4532,031-496-9024,36127,2024,45665,B340014,한국대학교육협의회
가야대학교(고령),Kaya University,제2캠퍼,대학,대학교,사립,47,경상북도,"경상북도 고령군 대가야읍 대가야로 1103 (지산리, 가야대학교)",,40139,,WWW.KAYA.AC.KR,055-330-1000,055-331-0983,34041,2024,45665,B340014,한국대학교육협의회
가야대학교(김해),Kaya University,본교,대학,대학교,사립,48,경상남도,경상남도 김해시 삼계로 208 (삼계동),,50830,,WWW.KAYA.AC.KR,055-330-1000,055-330-1093,34041,2024,45665,B340014,한국대학교육협의회
가천대학교,Gachon University,본교,대학,대학교,사립,41,경기도,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교)",,13120,,www.gachon.ac.kr,031-750-5114,031-753-8828,40969,2024,45665,B340014,한국대학교육협의회
가톨릭관동대학교,Catholic Kwandong University,본교,대학,대학교,사립,51,강원특별자치도,강원특별자치도 강릉시 범일로579번길 24 (내곡동),,25601,,www.cku.ac.kr,033-649-7114,033-649-7874,20205,2024,45665,B340014,한국대학교육협의회
가톨릭꽃동네대학교,Catholic Kkottongnae University,본교,대학,대학교,사립,43,충청북도,"충청북도 청주시 서원구 현도면 상삼길 133 (상삼리, 꽃동네대학교)",,28211,,www.kkot.ac.kr,043-270-0109,043-270-0120,36129,2024,45665,B340014,한국대학교육협의회
가톨릭대학교,The Catholic University Of Korea,본교,대학,대학교,사립,41,경기도,"경기도 부천시 원미구 지봉로 43 (역곡동, 가톨릭대학교성심교정)",,14662,,www.catholic.ac.kr,02-2164-4114,02-2164-4111,34759,2024,45665,B340014,한국대학교육협의회
가톨릭대학교,The Catholic University Of Korea,제2캠퍼,대학,대학교,사립,11,서울특별시,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정)",,06591,,www.catholic.ac.kr,02-3147-8114,02-3147-8297,34759,2024,45665,B340014,한국대학교육협의회
가톨릭대학교,The Catholic University Of Korea,제3캠퍼,대학,대학교,사립,11,서울특별시,"서울특별시 종로구 창경궁로 296-12 (혜화동, 가톨릭대학교성신교정)",,03083,,www.catholic.ac.kr,02-740-9705,02-741-2801,34759,2024,45665,B340014,한국대학교육협의회
감리교신학대학교,Methodist Theological University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 서대문구 독립문로 56 (냉천동, 감리교신학대학)",,03745,,www.mtu.ac.kr,02-361-9257,02-361-9006,1887-09-29,2024,45665,B340014,한국대학교육협의회
강남대학교,Kangnam University,본교,대학,대학교,사립,41,경기도,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교)",,16979,,www.kangnam.ac.kr,031-280-3500,031-280-3173,17757,2024,45665,B340014,한국대학교육협의회
강서대학교,GANGSEO UNIVERSITY,본교,대학,대학교,사립,11,서울특별시,"서울특별시 강서구 까치산로24길 47 (화곡동, 케이씨대학교)",,07661,,gangseo.ac.kr,02-2600-2400,02-2698-8876,21294,2024,45665,B340014,한국대학교육협의회
강원대학교,Kangwon National University,본교,대학,대학교,국립,51,강원특별자치도,강원특별자치도 춘천시 강원대학길 1 (효자동),,24341,,www.kangwon.ac.kr/,033-250-6114,033-251-9556,25628,2024,45665,B340014,한국대학교육협의회
강원대학교,Kangwon National University,제2캠퍼,대학,대학교,국립,51,강원특별자치도,강원특별자치도 삼척시 중앙로 346 (교동),,25913,,www.kangwon.ac.kr/,033-570-6114,033-572-8620,38777,2024,45665,B340014,한국대학교육협의회
건국대학교,Konkuk University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",,05029,,www.konkuk.ac.kr,02-450-3114,02-450-3179,11458,2024,45665,B340014,한국대학교육협의회
건국대학교(글로컬),Konkuk University,분교,대학,대학교,사립,43,충청북도,"충청북도 충주시 충원대로 268 (단월동, 건국대학교 글로컬캠퍼스)",,27478,,www.kku.ac.kr,043-840-3114,043-851-9356,29225,2024,45665,B340014,한국대학교육협의회
건양대학교,Konyang University,본교,대학,대학교,사립,44,충청남도,"충청남도 논산시 대학로 121 (내동, 건양대학교)",,32992,,www.konyang.ac.kr,041-730-5114,041-733-2070,33205,2024,45665,B340014,한국대학교육협의회
건양대학교,Konyang University,제2캠퍼,대학,대학교,사립,30,대전광역시,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",,35365,,www.konyang.ac.kr,041-730-5114,041-733-2070,33205,2024,45665,B340014,한국대학교육협의회
경기대학교,Kyonggi University,본교,대학,대학교,사립,41,경기도,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",,16227,,www.kyonggi.ac.kr,031-249-9114,031-243-2194,17479,2024,45665,B340014,한국대학교육협의회
경기대학교,Kyonggi University,제2캠퍼,대학,대학교,사립,11,서울특별시,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",,03746,,www.kyonggi.ac.kr,02-390-5201,031-249-8718,17479,2024,45665,B340014,한국대학교육협의회
경남과학기술대학교,Gyeongnam National University Of Science And Technology,본교,대학,대학교,국립,48,경상남도,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)",,52725,,www.gntech.ac.kr,055-751-3114,055-752-9554,3773,2024,45665,B340014,한국대학교육협의회
경남대학교,Kyungnam University,본교,대학,대학교,사립,48,경상남도,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",,51767,,www.kyungnam.ac.kr,055-245-5000,055-246-6184,17163,2024,45665,B340014,한국대학교육협의회
경동대학교,Kyungdong University,본교,대학,대학교,사립,51,강원특별자치도,강원특별자치도 고성군 토성면 봉포4길 46,,24764,,www.kduniv.ac.kr,033-631-2000,033-631-9542,35490,2024,45665,B340014,한국대학교육협의회
경동대학교,Kyungdong University,제2캠퍼,대학,대학교,사립,51,강원특별자치도,강원특별자치도 속초시 도리원길 5 (노학동),,24865,,www.kduniv.ac.kr,033-632-6551,033-639-0518,41334,2024,45665,B340014,한국대학교육협의회
경동대학교,Kyungdong University,제3캠퍼,대학,대학교,사립,51,강원특별자치도,강원특별자치도 원주시 문막읍 견훤로 815,,26495,,www.kduniv.ac.kr,033-738-1200,033-738-1209,41334,2024,45665,B340014,한국대학교육협의회
경동대학교,Kyungdong University,제4캠퍼,대학,대학교,사립,41,경기도,경기도 양주시 경동대학로 27 (고암동),,11458,,www.kduniv.ac.kr,031-869-9900,031-869-9909,41699,2024,45665,B340014,한국대학교육협의회
경북대학교,Kyungpook National University,본교,대학,대학교,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,www.knu.ac.kr,053-950-5114,053-950-2149,16950,2024,45665,B340014,한국대학교육협의회
경상국립대학교,Gyeongsang National University,본교,대학,대학교,국립,48,경상남도,경상남도 진주시 진주대로 501 (가좌동),,52828,,www.gnu.ac.kr,055-772-1114,055-772-0359,17759,2024,45665,B340014,한국대학교육협의회
경성대학교,Kyungsung University,본교,대학,대학교,사립,26,부산광역시,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",,48434,,ks.ac.kr,051-663-4114,051-663-4089,23039,2024,45665,B340014,한국대학교육협의회
경운대학교,Kyungwoon University,본교,대학,대학교,사립,47,경상북도,"경상북도 구미시 산동면 강동로 730 (인덕리, 경운대학교)",,39160,,www.ikw.ac.kr,054-479-1114,054-479-1209,40969,2024,45665,B340014,한국대학교육협의회
경운대학교(산업대),Kyungwoon University,본교,대학,산업대학,사립,47,경상북도,"경상북도 구미시 산동면 강동로 730 (인덕리, 경운대학교)",,39160,,www.ikw.ac.kr,054-479-1114,054-479-1209,35490,2024,45665,B340014,한국대학교육협의회
경인교육대학교,Gyeongin National University Of Education,본교,대학,교육대학,국립,28,인천광역시,"인천광역시 계양구 계산로 62 (계산동, 경인교육대학교)",,21044,,www.ginue.ac.kr,032-540-1114,032-541-0580,22694,2024,45665,B340014,한국대학교육협의회
경인교육대학교,Gyeongin National University Of Education,제2캠퍼,대학,교육대학,국립,41,경기도,"경기도 안양시 만안구 삼막로 155 (석수동, 경인교육대학교)",,13910,,www.ginue.ac.kr,031-470-6114,031-470-6139,38412,2024,45665,B340014,한국대학교육협의회
경일대학교,Kyungil University,본교,대학,대학교,사립,47,경상북도,"경상북도 경산시 하양읍 가마실길 50 (부호리, 경일대학교)",,38428,,www.kiu.ac.kr,053-600-4000,053-600-4020,35410,2024,45665,B340014,한국대학교육협의회
경희대학교,Kyung Hee University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",,02447,,www.khu.ac.kr,02-961-0114,02-961-0930,18766,2024,45665,B340014,한국대학교육협의회
계명대학교,Keimyung University,본교,대학,대학교,사립,27,대구광역시,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",,42601,,www.kmu.ac.kr,053-580-5114,053-580-5454,19864,2024,45665,B340014,한국대학교육협의회
고려대학교,Korea University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계))",,02841,,www.korea.ac.kr,02-3290-1114,02-928-9102,1952,2024,45665,B340014,한국대학교육협의회
고려대학교(세종),Korea University Sejong Campus,분교,대학,대학교,사립,36,세종특별자치시,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스)",,30019,,sejong.korea.ac.kr,044-860-1114,044-860-1048,29282,2024,45665,B340014,한국대학교육협의회
고신대학교,Kosin University,본교,대학,대학교,사립,26,부산광역시,"부산광역시 영도구 와치로 194 (동삼동, 고신대학교)",,49104,,www.kosin.ac.kr,051-990-2114,051-911-2525,17065,2024,45665,B340014,한국대학교육협의회
공주교육대학교,Gongju National University Of Education,본교,대학,교육대학,국립,44,충청남도,"충청남도 공주시 웅진로 27 (봉황동, 공주교육대학교)",,32553,,www.gjue.ac.kr,041-850-1377,041-850-1374,13971,2024,45665,B340014,한국대학교육협의회
광신대학교,Kwangshin University,본교,대학,대학교,사립,29,광주광역시,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교)",,61027,,www.kwangshin.ac.kr,062-605-1004,062-571-7255,35410,2024,45665,B340014,한국대학교육협의회
광운대학교,Kwangwoon University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 노원구 광운로 20 (월계동, 광운대학교)",,01897,,www.kw.ac.kr,02-940-5026,02-917-0896,12559,2024,45665,B340014,한국대학교육협의회
광주가톨릭대학교,Gwangju Catholic University,본교,대학,대학교,사립,46,전라남도,"전라남도 나주시 남평읍 중남길 12-25 (남석리, 광주가톨릭대학교)",,58230,,www.gjc.ac.kr,061-337-2181,061-337-2185,23755,2024,45665,B340014,한국대학교육협의회
광주과학기술원,Gwangju Institute Of Science And Technology,본교,대학,대학교,특별법법,29,광주광역시,"광주광역시 북구 첨단과기로 123 (오룡동, 광주과학기술원)",,61005,,www.gist.ac.kr,062-715-2114,062-715-2300,34290,2024,45665,B340014,한국대학교육협의회
광주교육대학교,Gwangju National University Of Education,본교,대학,교육대학,국립,29,광주광역시,"광주광역시 북구 필문대로 55 (풍향동, 광주교육대학교)",,61204,,www.gnue.ac.kr,062-520-4114,062-524-6022,23071,2024,45665,B340014,한국대학교육협의회
광주대학교,Gwangju University,본교,대학,대학교,사립,29,광주광역시,"광주광역시 남구 효덕로 277 (진월동, 광주대학교)",,61743,,www.gwangju.ac.kr,062-670-2114,062-674-0078,38047,2024,45665,B340014,한국대학교육협의회
광주여자대학교,Kwangju Women’S University,본교,대학,대학교,사립,29,광주광역시,광주광역시 광산구 광주여대길 40 (산정동),,62396,,www.kwu.ac.kr,062-956-2500,062-953-2218,35492,2024,45665,B340014,한국대학교육협의회
강릉원주대학교,Gangneung Wonju National University,본교,대학,대학교,국립,51,강원특별자치도,강원특별자치도 강릉시 죽헌길 7 (지변동),,25457,,www.gwnu.ac.kr,033-642-7001,033-643-7110,28915,2024,45665,B340014,한국대학교육협의회
강릉원주대학교,Gangneung Wonju National University,제2캠퍼,대학,대학교,국립,51,강원특별자치도,강원특별자치도 원주시 흥업면 남원로 150,,26403,,www.gwnu.ac.kr,033-760-8020,033-760-8029,39142,2024,45665,B340014,한국대학교육협의회
경국대학교,Gyeongguk National University,본교,대학,대학교,국립,47,경상북도,"경상북도 안동시 경동로 1375 (송천동, 안동대학교)",,36729,,www.andong.ac.kr/main/index.do,054-820-5114,054-820-7115,28926,2024,45665,B340014,한국대학교육협의회
공주대학교,Kongju National University,본교,대학,대학교,국립,44,충청남도,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",,32588,,www.kongju.ac.kr,041-850-8114,041-850-8019,17745,2024,45665,B340014,한국대학교육협의회
군산대학교,Kunsan National University,본교,대학,대학교,국립,52,전북특별자치도,"전북특별자치도 군산시 대학로 558 (미룡동, 군산대학교)",,54150,,www.kunsan.ac.kr,063-469-4114,063-469-5334,28873,2024,45665,B340014,한국대학교육협의회
